Sample	BAM
BA2676_f11bd29d-d3c2-4aec-888d-044ebacadea0.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2676_f11bd29d-d3c2-4aec-888d-044ebacadea0.rna_seq.genomic.gdc_realn.bam']
BA2677_21c93836-cb72-4e89-a66f-fa7f2e74ec07.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2677_21c93836-cb72-4e89-a66f-fa7f2e74ec07.rna_seq.genomic.gdc_realn.bam']
BA2681_75bbf399-493d-4f37-b314-f7d14709fa04.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2681_75bbf399-493d-4f37-b314-f7d14709fa04.rna_seq.genomic.gdc_realn.bam']
BA2682_7bcb46b5-185c-4f95-93bc-89bf9745fd90.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2682_7bcb46b5-185c-4f95-93bc-89bf9745fd90.rna_seq.genomic.gdc_realn.bam']
BA2685_cf5d7642-5f3f-4397-b883-bfc211df7889.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2685_cf5d7642-5f3f-4397-b883-bfc211df7889.rna_seq.genomic.gdc_realn.bam']
BA2686_62624a9f-8f66-4ae8-9d04-302e8496bd1a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2686_62624a9f-8f66-4ae8-9d04-302e8496bd1a.rna_seq.genomic.gdc_realn.bam']
BA2688_b47ed9e6-6beb-4bff-807d-ed0634dcbd31.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2688_b47ed9e6-6beb-4bff-807d-ed0634dcbd31.rna_seq.genomic.gdc_realn.bam']
BA2691_990debad-b99a-40ae-bfd9-d87e7342ca97.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2691_990debad-b99a-40ae-bfd9-d87e7342ca97.rna_seq.genomic.gdc_realn.bam']
BA2694_2ac15260-d7ce-4f60-b17a-29c71b3145ed.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2694_2ac15260-d7ce-4f60-b17a-29c71b3145ed.rna_seq.genomic.gdc_realn.bam']
BA2695_45d1b846-f6de-46ca-ae8d-9cc934029013.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2695_45d1b846-f6de-46ca-ae8d-9cc934029013.rna_seq.genomic.gdc_realn.bam']
BA2697_b29678fb-5ed3-42fb-987c-2fded52a104f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2697_b29678fb-5ed3-42fb-987c-2fded52a104f.rna_seq.genomic.gdc_realn.bam']
BA2701_a691b440-3342-4036-9a51-c30abe8088d5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2701_a691b440-3342-4036-9a51-c30abe8088d5.rna_seq.genomic.gdc_realn.bam']
BA2704_fec36d01-41f7-405e-9749-2d09dd779619.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2704_fec36d01-41f7-405e-9749-2d09dd779619.rna_seq.genomic.gdc_realn.bam']
BA2705_98f7d979-165e-4c94-b49f-f167c89bd4bd.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2705_98f7d979-165e-4c94-b49f-f167c89bd4bd.rna_seq.genomic.gdc_realn.bam']
BA2707_0de31f64-4e19-4f66-ba0a-990c324654a8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2707_0de31f64-4e19-4f66-ba0a-990c324654a8.rna_seq.genomic.gdc_realn.bam']
BA2709_fb2f0c49-8d18-41a0-bdf2-52e6d44b2d5a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2709_fb2f0c49-8d18-41a0-bdf2-52e6d44b2d5a.rna_seq.genomic.gdc_realn.bam']
BA2712_60cf90f6-c201-4120-8306-31bcffb87f61.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2712_60cf90f6-c201-4120-8306-31bcffb87f61.rna_seq.genomic.gdc_realn.bam']
BA2714_41b7d5c7-c398-4767-9fb2-0e808701c78c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2714_41b7d5c7-c398-4767-9fb2-0e808701c78c.rna_seq.genomic.gdc_realn.bam']
BA2715_39750236-8ae1-4c79-a49c-b102c347d8bc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2715_39750236-8ae1-4c79-a49c-b102c347d8bc.rna_seq.genomic.gdc_realn.bam']
BA2718_2f3c5144-b44a-455a-947f-d83a0771605b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2718_2f3c5144-b44a-455a-947f-d83a0771605b.rna_seq.genomic.gdc_realn.bam']
BA2720_7c80da7c-7717-4705-86b1-46285795bfd1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2720_7c80da7c-7717-4705-86b1-46285795bfd1.rna_seq.genomic.gdc_realn.bam']
BA2721_9582f8ed-fb7f-41b5-82ba-ad08f1fd1499.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2721_9582f8ed-fb7f-41b5-82ba-ad08f1fd1499.rna_seq.genomic.gdc_realn.bam']
BA2722_ba10b06f-a384-42ee-9600-91b7fa7f15a9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2722_ba10b06f-a384-42ee-9600-91b7fa7f15a9.rna_seq.genomic.gdc_realn.bam']
BA2723_a6131ccb-9277-43dd-abd8-f8ca1e185274.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2723_a6131ccb-9277-43dd-abd8-f8ca1e185274.rna_seq.genomic.gdc_realn.bam']
BA2724_b7bb1022-93f9-493e-a3af-29065ccfea2d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2724_b7bb1022-93f9-493e-a3af-29065ccfea2d.rna_seq.genomic.gdc_realn.bam']
BA2726_d84c4502-04dc-4323-8790-70bb089d5a39.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2726_d84c4502-04dc-4323-8790-70bb089d5a39.rna_seq.genomic.gdc_realn.bam']
BA2727_cb04509f-08ad-43f6-b5cd-4afc029bdb95.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2727_cb04509f-08ad-43f6-b5cd-4afc029bdb95.rna_seq.genomic.gdc_realn.bam']
BA2728_471d3306-b3e4-427e-b13e-0c1df818cbc8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2728_471d3306-b3e4-427e-b13e-0c1df818cbc8.rna_seq.genomic.gdc_realn.bam']
BA2730_c437993e-71ec-49fa-ada1-8b1fc4d5b640.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2730_c437993e-71ec-49fa-ada1-8b1fc4d5b640.rna_seq.genomic.gdc_realn.bam']
BA2731_26a4d89b-bb59-4c3c-8500-4ddf39228b09.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2731_26a4d89b-bb59-4c3c-8500-4ddf39228b09.rna_seq.genomic.gdc_realn.bam']
BA2733_8a0122c2-9a71-4cfd-ad0c-0285f7b776ed.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2733_8a0122c2-9a71-4cfd-ad0c-0285f7b776ed.rna_seq.genomic.gdc_realn.bam']
BA2735_d71fadd7-85e5-480a-b6a2-de9e3ae69dcd.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2735_d71fadd7-85e5-480a-b6a2-de9e3ae69dcd.rna_seq.genomic.gdc_realn.bam']
BA2737_1cfc60c6-8d36-4f0f-9afb-30a40990bf89.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2737_1cfc60c6-8d36-4f0f-9afb-30a40990bf89.rna_seq.genomic.gdc_realn.bam']
BA2742_3ad1b749-5d6f-45d3-a5cb-264f14203919.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2742_3ad1b749-5d6f-45d3-a5cb-264f14203919.rna_seq.genomic.gdc_realn.bam']
BA2744_3dbf1144-3d66-4e05-8320-caa9fee68e0e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2744_3dbf1144-3d66-4e05-8320-caa9fee68e0e.rna_seq.genomic.gdc_realn.bam']
BA2746_5e22dcb2-fbd6-4c0a-b5e4-0171874f12e6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2746_5e22dcb2-fbd6-4c0a-b5e4-0171874f12e6.rna_seq.genomic.gdc_realn.bam']
BA2747_25d2c2b3-328d-44d2-bc8d-b8e098da6191.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2747_25d2c2b3-328d-44d2-bc8d-b8e098da6191.rna_seq.genomic.gdc_realn.bam']
BA2748_fbd6f9bc-7c24-4a0b-b6c1-3bf4d548d426.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2748_fbd6f9bc-7c24-4a0b-b6c1-3bf4d548d426.rna_seq.genomic.gdc_realn.bam']
BA2751_305484fc-f5da-4a7c-bee1-c9bc2c049454.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2751_305484fc-f5da-4a7c-bee1-c9bc2c049454.rna_seq.genomic.gdc_realn.bam']
BA2756_ccae31e8-f9b8-45b2-8c57-ba25c9e90f01.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2756_ccae31e8-f9b8-45b2-8c57-ba25c9e90f01.rna_seq.genomic.gdc_realn.bam']
BA2758_f19ea554-cb4c-44e4-80f4-350a3f9b7516.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2758_f19ea554-cb4c-44e4-80f4-350a3f9b7516.rna_seq.genomic.gdc_realn.bam']
BA2760_d68efbdb-8e5f-49a8-a091-ddbdaf25193f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2760_d68efbdb-8e5f-49a8-a091-ddbdaf25193f.rna_seq.genomic.gdc_realn.bam']
BA2761_f2799bb1-6302-423a-9144-ddfb37d74604.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2761_f2799bb1-6302-423a-9144-ddfb37d74604.rna_seq.genomic.gdc_realn.bam']
BA2762_fecf7845-961e-48ed-89b5-ec5cad069e08.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2762_fecf7845-961e-48ed-89b5-ec5cad069e08.rna_seq.genomic.gdc_realn.bam']
BA2764_b8c00423-460c-407f-a3cd-910a889ced3c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2764_b8c00423-460c-407f-a3cd-910a889ced3c.rna_seq.genomic.gdc_realn.bam']
BA2765_1fd17e5e-83bc-4f94-8dd8-48240496299d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2765_1fd17e5e-83bc-4f94-8dd8-48240496299d.rna_seq.genomic.gdc_realn.bam']
BA2769_31fd1109-c518-4a9e-9413-5c2760421815.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2769_31fd1109-c518-4a9e-9413-5c2760421815.rna_seq.genomic.gdc_realn.bam']
BA2772_d2bb54f4-b601-4f02-8ed2-0c67b2a62ce8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2772_d2bb54f4-b601-4f02-8ed2-0c67b2a62ce8.rna_seq.genomic.gdc_realn.bam']
BA2775_ff191a98-0eaa-4700-aca9-b1c27aa35f11.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2775_ff191a98-0eaa-4700-aca9-b1c27aa35f11.rna_seq.genomic.gdc_realn.bam']
BA2776_615aabfe-5c85-4d4f-8a1d-b69b8071fcf0.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2776_615aabfe-5c85-4d4f-8a1d-b69b8071fcf0.rna_seq.genomic.gdc_realn.bam']
BA2778_a2a1a353-8a3e-44cf-b704-a86047eb781d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2778_a2a1a353-8a3e-44cf-b704-a86047eb781d.rna_seq.genomic.gdc_realn.bam']
BA2782_831befb1-b724-42a6-941d-6a82051f02fb.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2782_831befb1-b724-42a6-941d-6a82051f02fb.rna_seq.genomic.gdc_realn.bam']
BA2786_7d851fac-fed4-49d2-9741-abb2a0371c66.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2786_7d851fac-fed4-49d2-9741-abb2a0371c66.rna_seq.genomic.gdc_realn.bam']
BA2787_bfc0913a-f2aa-43cb-99aa-b0e56586385e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2787_bfc0913a-f2aa-43cb-99aa-b0e56586385e.rna_seq.genomic.gdc_realn.bam']
BA2789_97a2707e-d520-4c2e-a840-03668a2ded2a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2789_97a2707e-d520-4c2e-a840-03668a2ded2a.rna_seq.genomic.gdc_realn.bam']
BA2791_2e99a501-7955-4d7a-b5a3-f40ab875af0b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2791_2e99a501-7955-4d7a-b5a3-f40ab875af0b.rna_seq.genomic.gdc_realn.bam']
BA2792_8b39f5c2-9e22-4e5c-b9cd-23731d630c84.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2792_8b39f5c2-9e22-4e5c-b9cd-23731d630c84.rna_seq.genomic.gdc_realn.bam']
BA2795_2ef3ba61-4526-415b-9be1-e6fb29d368f0.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2795_2ef3ba61-4526-415b-9be1-e6fb29d368f0.rna_seq.genomic.gdc_realn.bam']
BA2798_533a2d42-8484-4978-8099-aff4df35a5fc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2798_533a2d42-8484-4978-8099-aff4df35a5fc.rna_seq.genomic.gdc_realn.bam']
BA2801_199d0b54-694c-47c6-93a1-3c2865851a93.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2801_199d0b54-694c-47c6-93a1-3c2865851a93.rna_seq.genomic.gdc_realn.bam']
BA2802_11d47feb-d4e3-4c7f-8ccd-f3b67a9a2b8e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2802_11d47feb-d4e3-4c7f-8ccd-f3b67a9a2b8e.rna_seq.genomic.gdc_realn.bam']
BA2804_d8b93502-c0fc-456b-91f6-f28c654b7fe7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2804_d8b93502-c0fc-456b-91f6-f28c654b7fe7.rna_seq.genomic.gdc_realn.bam']
BA2806_aac28af3-2a77-4ac4-9959-1fe9ab17f97b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2806_aac28af3-2a77-4ac4-9959-1fe9ab17f97b.rna_seq.genomic.gdc_realn.bam']
BA2808_3efc5e7d-2a77-4684-86ed-5ba7a418ea4d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2808_3efc5e7d-2a77-4684-86ed-5ba7a418ea4d.rna_seq.genomic.gdc_realn.bam']
BA2809_8e38ba9c-53ba-475b-9512-10a18808cce3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2809_8e38ba9c-53ba-475b-9512-10a18808cce3.rna_seq.genomic.gdc_realn.bam']
BA2811_ce88002b-b22a-452a-a1d3-b8395dc118f1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2811_ce88002b-b22a-452a-a1d3-b8395dc118f1.rna_seq.genomic.gdc_realn.bam']
BA2812_c584fa2f-1c30-40ca-b346-37033ef226b9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2812_c584fa2f-1c30-40ca-b346-37033ef226b9.rna_seq.genomic.gdc_realn.bam']
BA2813_7b5555cd-d20b-4893-8928-b5d72d89d360.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2813_7b5555cd-d20b-4893-8928-b5d72d89d360.rna_seq.genomic.gdc_realn.bam']
BA2814_e753a86e-bf50-4584-a4a4-9fcfda50504b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2814_e753a86e-bf50-4584-a4a4-9fcfda50504b.rna_seq.genomic.gdc_realn.bam']
BA2816_abd2ed86-7f06-40eb-b336-fef7888a7d41.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2816_abd2ed86-7f06-40eb-b336-fef7888a7d41.rna_seq.genomic.gdc_realn.bam']
BA2817_fd750a38-fda9-4ac7-afbc-eb4eff2a8630.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2817_fd750a38-fda9-4ac7-afbc-eb4eff2a8630.rna_seq.genomic.gdc_realn.bam']
BA2820_f6dd5901-c6d9-4671-91dd-a988b1194971.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2820_f6dd5901-c6d9-4671-91dd-a988b1194971.rna_seq.genomic.gdc_realn.bam']
BA2821_d67f1a2c-2049-41fd-a99c-719c1fd951c4.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2821_d67f1a2c-2049-41fd-a99c-719c1fd951c4.rna_seq.genomic.gdc_realn.bam']
BA2822_75346172-9d85-4ab7-b53d-1416497d8203.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2822_75346172-9d85-4ab7-b53d-1416497d8203.rna_seq.genomic.gdc_realn.bam']
BA2824_9d24e85f-ab6c-49a1-890d-ea05c78feaed.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2824_9d24e85f-ab6c-49a1-890d-ea05c78feaed.rna_seq.genomic.gdc_realn.bam']
BA2827_4ceed6fc-01f7-4c92-ab7b-d053a1c53b9c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2827_4ceed6fc-01f7-4c92-ab7b-d053a1c53b9c.rna_seq.genomic.gdc_realn.bam']
BA2828_ffb3c466-34e2-495c-a825-2e5593339ccc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2828_ffb3c466-34e2-495c-a825-2e5593339ccc.rna_seq.genomic.gdc_realn.bam']
BA2829_4431ea62-4720-4fe0-936e-742a9e1c30c7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2829_4431ea62-4720-4fe0-936e-742a9e1c30c7.rna_seq.genomic.gdc_realn.bam']
BA2830_c76bfe99-5c43-4743-b603-5c2de220b69f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2830_c76bfe99-5c43-4743-b603-5c2de220b69f.rna_seq.genomic.gdc_realn.bam']
BA2832_fc256801-de88-4126-a1ad-fd75544007c9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2832_fc256801-de88-4126-a1ad-fd75544007c9.rna_seq.genomic.gdc_realn.bam']
BA2836_248a1751-0ab1-42c8-a00c-737221b90e4c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2836_248a1751-0ab1-42c8-a00c-737221b90e4c.rna_seq.genomic.gdc_realn.bam']
BA2837_825f8237-6e62-4580-aeec-f8202f2a68ce.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2837_825f8237-6e62-4580-aeec-f8202f2a68ce.rna_seq.genomic.gdc_realn.bam']
BA2839_72bd01d5-814f-4375-ade6-90a491504c68.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2839_72bd01d5-814f-4375-ade6-90a491504c68.rna_seq.genomic.gdc_realn.bam']
BA2840_b4f19b86-f53b-46bc-8aca-5be0d862740a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2840_b4f19b86-f53b-46bc-8aca-5be0d862740a.rna_seq.genomic.gdc_realn.bam']
BA2841_0abcb7e4-4123-4150-a35f-97ec1e092c46.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2841_0abcb7e4-4123-4150-a35f-97ec1e092c46.rna_seq.genomic.gdc_realn.bam']
BA2842_ba8719d8-d37f-490f-a8b8-590c4052d1b4.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2842_ba8719d8-d37f-490f-a8b8-590c4052d1b4.rna_seq.genomic.gdc_realn.bam']
BA2843_6b827b88-b101-4b96-adee-b5c993f00ca9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2843_6b827b88-b101-4b96-adee-b5c993f00ca9.rna_seq.genomic.gdc_realn.bam']
BA2844_fb165340-9311-403c-af5c-88a171665b18.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2844_fb165340-9311-403c-af5c-88a171665b18.rna_seq.genomic.gdc_realn.bam']
BA2845_aa9eaecd-a0c6-49dc-8fca-1b4d9609802d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2845_aa9eaecd-a0c6-49dc-8fca-1b4d9609802d.rna_seq.genomic.gdc_realn.bam']
BA2846_4d355317-c5fc-40ff-8c43-2d0b6c1de150.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2846_4d355317-c5fc-40ff-8c43-2d0b6c1de150.rna_seq.genomic.gdc_realn.bam']
BA2850_471f5877-d205-4ad5-a214-d45935c92321.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2850_471f5877-d205-4ad5-a214-d45935c92321.rna_seq.genomic.gdc_realn.bam']
BA2851_e72273ab-f214-4e13-976f-ad34c7b85b2d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2851_e72273ab-f214-4e13-976f-ad34c7b85b2d.rna_seq.genomic.gdc_realn.bam']
BA2852_78a983e0-fe2c-43d8-be5b-865ee0849433.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2852_78a983e0-fe2c-43d8-be5b-865ee0849433.rna_seq.genomic.gdc_realn.bam']
BA2855_4c0fc5fd-fc20-4548-9830-f90b553645d5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2855_4c0fc5fd-fc20-4548-9830-f90b553645d5.rna_seq.genomic.gdc_realn.bam']
BA2856_fa445025-8276-4a61-b489-5ff512876086.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2856_fa445025-8276-4a61-b489-5ff512876086.rna_seq.genomic.gdc_realn.bam']
BA2858_c0d29de8-97ac-4bf0-a7e6-4af19d926a42.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2858_c0d29de8-97ac-4bf0-a7e6-4af19d926a42.rna_seq.genomic.gdc_realn.bam']
BA2860_65043ff7-07d0-4b02-b773-5e28fcd3ea90.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2860_65043ff7-07d0-4b02-b773-5e28fcd3ea90.rna_seq.genomic.gdc_realn.bam']
BA2861_9876607d-550b-40ae-bff8-198fde3ada9f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2861_9876607d-550b-40ae-bff8-198fde3ada9f.rna_seq.genomic.gdc_realn.bam']
BA2865_9504479c-7e06-41d3-bcfa-7cdc69037d27.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2865_9504479c-7e06-41d3-bcfa-7cdc69037d27.rna_seq.genomic.gdc_realn.bam']
BA2866_171b4d61-977a-4ac7-a1d3-113cd20164fd.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2866_171b4d61-977a-4ac7-a1d3-113cd20164fd.rna_seq.genomic.gdc_realn.bam']
BA2867_c96ae1a9-00ed-4484-9f67-4c53f932cce0.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2867_c96ae1a9-00ed-4484-9f67-4c53f932cce0.rna_seq.genomic.gdc_realn.bam']
BA2868_8d31ec1a-0aa2-4375-b4e3-ed63225658e5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2868_8d31ec1a-0aa2-4375-b4e3-ed63225658e5.rna_seq.genomic.gdc_realn.bam']
BA2870_4778eec6-220a-49d4-9c6d-7d0f3f9958f7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2870_4778eec6-220a-49d4-9c6d-7d0f3f9958f7.rna_seq.genomic.gdc_realn.bam']
